#### TEMPERATURA EM CUIABÁ (1961-2019) ####
# Fonte: BDMEP - INMET
# http://www.inmet.gov.br/portal/index.php?r=bdmep/bdmep

Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Temp Comp Media;Umidade Relativa Media;
83361;03/10/1978;1200;4.6;;22.3;;;
83361;04/10/1978;0000;;37.8;;29.5;51.5;
83361;04/10/1978;1200;0;;21.6;;;
83361;05/10/1978;0000;;37.2;;28.76;56.5;
83361;05/10/1978;1200;0;;23.2;;;
83361;06/10/1978;0000;;38.6;;29.14;58.25;
83361;06/10/1978;1200;0;;23.8;;;
83361;07/10/1978;0000;;38.2;;29.56;53.75;
83361;07/10/1978;1200;0;;23.2;;;
83361;08/10/1978;0000;;35.4;;27.24;55.75;
83361;08/10/1978;1200;0;;22.2;;;
83361;09/10/1978;0000;;35.8;;29.16;52;
83361;09/10/1978;1200;0;;22.6;;;
83361;10/10/1978;0000;;30;;25.32;82.25;
83361;10/10/1978;1200;23;;21.5;;;
83361;11/10/1978;0000;;32.8;;27.34;77.75;
83361;11/10/1978;1200;0;;23.2;;;
83361;12/10/1978;0000;;32.7;;26.84;84;
83361;12/10/1978;1200;0;;24.1;;;
83361;13/10/1978;0000;;30.9;;26.06;81;
83361;13/10/1978;1200;7.6;;23.2;;;
83361;14/10/1978;0000;;25.4;;21.44;86.75;
83361;14/10/1978;1200;3.4;;18.4;;;
83361;15/10/1978;0000;;29;;25.04;79.75;
83361;15/10/1978;1200;0;;21.2;;;
83361;16/10/1978;0000;;34.1;;27.74;69.25;
83361;16/10/1978;1200;0;;23.8;;;
83361;17/10/1978;0000;;33.7;;26.98;73.5;
83361;17/10/1978;1200;3.4;;23.6;;;
83361;18/10/1978;0000;;32.4;;27.12;81.25;
83361;18/10/1978;1200;0;;23.8;;;
83361;19/10/1978;0000;;28;;24.88;87.25;
83361;19/10/1978;1200;9.8;;23.4;;;
83361;20/10/1978;0000;;27.6;;23.34;83.25;
83361;20/10/1978;1200;11.2;;20.6;;;
83361;21/10/1978;0000;;32.1;;26.3;72.75;
83361;21/10/1978;1200;4.1;;20.6;;;
83361;22/10/1978;0000;;35.7;;29.06;68.25;
83361;22/10/1978;1200;0;;23.2;;;
83361;23/10/1978;0000;;36;;27.52;71;
83361;23/10/1978;1200;0;;24.2;;;
83361;24/10/1978;0000;;36;;29.44;60;
83361;24/10/1978;1200;0;;23;;;
83361;25/10/1978;0000;;35.2;;29.4;56.25;
83361;25/10/1978;1200;1.2;;22.8;;;
83361;26/10/1978;0000;;35.2;;28.6;62;
83361;26/10/1978;1200;0;;23.2;;;
83361;27/10/1978;0000;;35;;27.82;63.75;
83361;27/10/1978;1200;0;;23.6;;;
83361;28/10/1978;0000;;35.4;;28.44;59.25;
83361;28/10/1978;1200;0;;23.8;;;
83361;29/10/1978;0000;;35.8;;29.52;55.25;
83361;29/10/1978;1200;0;;23.8;;;
83361;30/10/1978;0000;;30;;25.68;81.5;
83361;30/10/1978;1200;16.7;;22.4;;;
83361;31/10/1978;0000;;33.5;;28.14;69.75;
83361;31/10/1978;1200;0;;23;;;
83361;01/11/1978;0000;;33.4;;28;75.25;
83361;01/11/1978;1200;0;;24.4;;;
83361;02/11/1978;0000;;34.9;;28.54;70;
83361;02/11/1978;1200;0;;23.5;;;
83361;03/11/1978;0000;;36.6;;29.8;60.75;
83361;03/11/1978;1200;0;;24.6;;;
83361;04/11/1978;0000;;30;;25.56;84;
83361;04/11/1978;1200;18;;22.2;;;
83361;05/11/1978;0000;;27.4;;23.4;90.5;
83361;05/11/1978;1200;25.4;;21;;;
83361;06/11/1978;0000;;31.2;;24.96;67.25;
83361;06/11/1978;1200;0;;19.4;;;
83361;07/11/1978;0000;;31.8;;25.78;76.5;
83361;07/11/1978;1200;0;;22.7;;;
83361;08/11/1978;0000;;31.2;;26.84;77.75;
83361;08/11/1978;1200;7.4;;23.4;;;
83361;09/11/1978;0000;;31;;26.72;81.75;
83361;09/11/1978;1200;2.1;;24;;;
83361;10/11/1978;0000;;33.3;;26.78;78.5;
83361;10/11/1978;1200;5;;24.2;;;
83361;11/11/1978;0000;;29.4;;25.42;78.25;
83361;11/11/1978;1200;14;;21.4;;;
83361;12/11/1978;0000;;31.6;;25.52;88;
83361;12/11/1978;1200;0;;23.2;;;
83361;13/11/1978;0000;;32.5;;26.12;77.25;
83361;13/11/1978;1200;8;;22.1;;;
83361;14/11/1978;0000;;34.6;;26.98;78;
83361;14/11/1978;1200;0.9;;23.2;;;
83361;15/11/1978;0000;;33.2;;27.18;79.25;
83361;15/11/1978;1200;4;;23.8;;;
83361;16/11/1978;0000;;27.9;;25.44;81;
83361;16/11/1978;1200;13.9;;23.5;;;
83361;17/11/1978;0000;;32.6;;27.22;68.25;
83361;17/11/1978;1200;0.2;;22.8;;;
83361;18/11/1978;0000;;35;;29.08;65.75;
83361;18/11/1978;1200;0;;24.2;;;
83361;19/11/1978;0000;;36;;27.74;75.5;
83361;19/11/1978;1200;0;;24.3;;;
83361;20/11/1978;0000;;35.7;;27.74;74.25;
83361;20/11/1978;1200;9.1;;23.8;;;
83361;21/11/1978;0000;;33.4;;28.9;73.5;
83361;21/11/1978;1200;5.1;;23.9;;;
83361;22/11/1978;0000;;33.4;;26.74;80.5;
83361;22/11/1978;1200;17.8;;22.7;;;
83361;23/11/1978;0000;;35.4;;28.68;65.5;
83361;23/11/1978;1200;0;;24;;;
83361;24/11/1978;0000;;30.4;;25.9;84.5;
83361;24/11/1978;1200;13;;23.4;;;
83361;25/11/1978;0000;;32.7;;26.5;83;
83361;25/11/1978;1200;0.2;;23.6;;;
83361;26/11/1978;0000;;33.5;;27.82;72.25;
83361;26/11/1978;1200;2;;24.4;;;
83361;27/11/1978;0000;;27.5;;24.34;89.25;
83361;27/11/1978;1200;2.2;;22;;;
83361;28/11/1978;0000;;30.4;;26.64;79.75;
83361;28/11/1978;1200;6;;22.4;;;
83361;29/11/1978;0000;;34.5;;28.18;74;
83361;29/11/1978;1200;0.7;;23.6;;;
83361;30/11/1978;0000;;33.4;;26.52;80.5;
83361;30/11/1978;1200;0;;23.8;;;
83361;01/12/1978;0000;;31;;27.26;60.5;
83361;01/12/1978;1200;1.6;;23.4;;;
83361;02/12/1978;0000;;33.2;;27.72;62;
83361;02/12/1978;1200;0;;22;;;
83361;03/12/1978;0000;;36;;29.18;62.5;
83361;03/12/1978;1200;0;;23.3;;;
83361;04/12/1978;0000;;33.2;;27.4;71;
83361;04/12/1978;1200;0;;25;;;
83361;05/12/1978;0000;;28.8;;26.16;74.5;
83361;05/12/1978;1200;0;;23.8;;;
83361;06/12/1978;0000;;31;;25.64;81.75;
83361;06/12/1978;1200;0;;23.8;;;
83361;07/12/1978;0000;;32;;26.24;81;
83361;07/12/1978;1200;12.6;;22.8;;;
83361;08/12/1978;0000;;31;;25.88;86;
83361;08/12/1978;1200;0;;24;;;
83361;09/12/1978;0000;;29.5;;24.58;90.25;
83361;09/12/1978;1200;35.4;;22.2;;;
83361;10/12/1978;0000;;29.7;;25.74;84.25;
83361;10/12/1978;1200;5;;23;;;
83361;11/12/1978;0000;;30;;26.52;80.25;
83361;11/12/1978;1200;1.4;;24;;;
83361;12/12/1978;0000;;32.9;;27.9;70.75;
83361;12/12/1978;1200;1.2;;24.4;;;
83361;13/12/1978;0000;;31;;26.52;74.25;
83361;13/12/1978;1200;0;;23.8;;;
83361;14/12/1978;0000;;31;;26.8;82;
83361;14/12/1978;1200;0.6;;24.1;;;
83361;15/12/1978;0000;;31.6;;25.24;83.75;
83361;15/12/1978;1200;14.8;;22.2;;;
83361;16/12/1978;0000;;31.4;;25;88;
83361;16/12/1978;1200;1.4;;22.4;;;
83361;17/12/1978;0000;;32;;26.76;82.75;
83361;17/12/1978;1200;40;;22.8;;;
83361;18/12/1978;0000;;35;;28.84;69.25;
83361;18/12/1978;1200;4.8;;23.2;;;
83361;19/12/1978;0000;;35;;28.32;69.25;
83361;19/12/1978;1200;0;;23.2;;;
83361;20/12/1978;0000;;33.2;;28.16;79.75;
83361;20/12/1978;1200;0;;23.8;;;
83361;21/12/1978;0000;;34.5;;27.98;75.5;
83361;21/12/1978;1200;0;;24;;;
83361;22/12/1978;0000;;34.5;;27.88;80.5;
83361;22/12/1978;1200;0;;24.9;;;
83361;23/12/1978;0000;;34.6;;27.98;78.75;
83361;23/12/1978;1200;16.1;;23.8;;;
83361;24/12/1978;0000;;29.6;;27;82.25;
83361;24/12/1978;1200;1.9;;24.4;;;
83361;25/12/1978;0000;;27.8;;25.12;88;
83361;25/12/1978;1200;17.2;;23.2;;;
83361;26/12/1978;0000;;28.9;;25.08;90.5;
83361;26/12/1978;1200;0;;23.4;;;
83361;27/12/1978;0000;;28;;24.4;94;
83361;27/12/1978;1200;14.1;;22.8;;;
83361;28/12/1978;0000;;30.1;;25.62;72.5;
83361;28/12/1978;1200;11.2;;22;;;
83361;29/12/1978;0000;;29.5;;26.06;83.25;
83361;29/12/1978;1200;0;;24;;;
83361;30/12/1978;0000;;31;;25.76;91.5;
83361;30/12/1978;1200;0;;23.2;;;
83361;31/12/1978;0000;;33.4;;27.6;75.75;
83361;31/12/1978;1200;5.4;;23.2;;;
83361;01/01/1979;0000;;31;;26;;
83361;01/01/1979;1200;17;;22.4;;;
83361;02/01/1979;0000;;32.2;;26.24;;
83361;02/01/1979;1200;0.9;;23.4;;;
83361;03/01/1979;0000;;29.5;;25.08;;
83361;03/01/1979;1200;4.2;;22.8;;;
83361;04/01/1979;0000;;33.5;;26.1;;
83361;04/01/1979;1200;23.8;;23;;;
83361;05/01/1979;0000;;33.8;;27.52;;
83361;05/01/1979;1200;0.4;;23.8;;;
83361;06/01/1979;0000;;31.4;;27.44;;
83361;06/01/1979;1200;0;;24.2;;;
83361;07/01/1979;0000;;30.5;;25.52;;
83361;07/01/1979;1200;21;;23;;;
83361;08/01/1979;0000;;31;;27.04;;
83361;08/01/1979;1200;0.5;;24.4;;;
83361;09/01/1979;0000;;29.5;;26.26;;
83361;09/01/1979;1200;0.2;;24.6;;;
83361;10/01/1979;0000;;35;;27.5;;
83361;10/01/1979;1200;10.2;;23.6;;;
83361;11/01/1979;0000;;31.7;;26.56;;
83361;11/01/1979;1200;5.5;;23.3;;;
83361;12/01/1979;0000;;31.5;;26.74;;
83361;12/01/1979;1200;0;;23.8;;;
83361;13/01/1979;0000;;32;;25.84;;
83361;13/01/1979;1200;3.2;;23;;;
83361;14/01/1979;0000;;28.8;;25.32;;
83361;14/01/1979;1200;36.2;;23.2;;;
83361;15/01/1979;0000;;32.2;;26.36;87.75;
83361;15/01/1979;1200;5;;23.7;;;
83361;16/01/1979;0000;;32.7;;27.1;;
83361;16/01/1979;1200;11.4;;24.2;;;
83361;17/01/1979;0000;;33.5;;27.84;;
83361;17/01/1979;1200;4;;24;;;
83361;18/01/1979;0000;;30.2;;26.3;;
83361;18/01/1979;1200;0;;24.8;;;
83361;19/01/1979;0000;;26.5;;24.18;;
83361;19/01/1979;1200;4.6;;22.9;;;
83361;20/01/1979;0000;;31;;26.42;;
83361;20/01/1979;1200;15.2;;23.4;;;
83361;21/01/1979;0000;;31.5;;26.52;;
83361;21/01/1979;1200;0;;23.6;;;
83361;22/01/1979;0000;;33;;26.24;;
83361;22/01/1979;1200;0;;23.2;;;
83361;23/01/1979;0000;;33;;25.54;;
83361;23/01/1979;1200;3.2;;22.4;;;
83361;24/01/1979;0000;;32.5;;26.14;;
83361;24/01/1979;1200;17.6;;21.4;;;
83361;25/01/1979;0000;;33.9;;26.88;;
83361;25/01/1979;1200;0;;23.4;;;
83361;26/01/1979;0000;;33;;27.6;;
83361;26/01/1979;1200;0;;24.2;;;
83361;27/01/1979;0000;;33;;27.62;;
83361;27/01/1979;1200;0;;25;;;
83361;28/01/1979;0000;;27.5;;25.7;;
83361;28/01/1979;1200;0;;24.6;;;
83361;29/01/1979;0000;;31.2;;26.58;;
83361;29/01/1979;1200;3;;22.9;;;
83361;30/01/1979;0000;;27.7;;24.98;;
83361;30/01/1979;1200;16;;22.4;;;
83361;31/01/1979;0000;;31.4;;27.16;;
83361;31/01/1979;1200;4.2;;23.9;;;
83361;01/02/1979;0000;;33.8;;28.46;66;
83361;01/02/1979;1200;0;;24.3;;;
83361;02/02/1979;0000;;32.2;;26.5;;
83361;02/02/1979;1200;0;;23.4;;;
83361;03/02/1979;0000;;32.5;;27.38;;
83361;03/02/1979;1200;7;;23.8;;;
83361;04/02/1979;0000;;33.7;;26.88;;
83361;04/02/1979;1200;3;;22.8;;;
83361;05/02/1979;0000;;33.2;;26.82;;
83361;05/02/1979;1200;2.6;;23.4;;;
83361;06/02/1979;0000;;31;;26.04;;
83361;06/02/1979;1200;5.1;;23.6;;;
83361;07/02/1979;0000;;31;;26.08;;
83361;07/02/1979;1200;1.3;;23.2;;;
83361;08/02/1979;0000;;31.5;;26.74;88.5;
83361;08/02/1979;1200;27.1;;23.8;;;
83361;09/02/1979;0000;;30.5;;26.02;;
83361;09/02/1979;1200;0;;23.6;;;
83361;10/02/1979;0000;;32.5;;27.46;;
83361;10/02/1979;1200;4.8;;23.6;;;
83361;11/02/1979;0000;;30.5;;26.8;;
83361;11/02/1979;1200;0;;24.4;;;
83361;12/02/1979;0000;;30;;25.3;;
83361;12/02/1979;1200;26.2;;22.6;;;
83361;13/02/1979;0000;;31;;25.84;;
83361;13/02/1979;1200;22.6;;22.8;;;
83361;14/02/1979;0000;;32;;25.6;;
83361;14/02/1979;1200;8.8;;22.5;;;
83361;15/02/1979;0000;;31.2;;25.94;;
83361;15/02/1979;1200;0.6;;23.6;;;
83361;16/02/1979;0000;;30.5;;25.7;;
83361;16/02/1979;1200;1.6;;23.4;;;
83361;17/02/1979;0000;;32.2;;25.44;;
83361;17/02/1979;1200;9;;22.4;;;
83361;18/02/1979;0000;;31;;26.12;;
83361;18/02/1979;1200;10.2;;23;;;
83361;19/02/1979;0000;;33.5;;27.46;;
83361;19/02/1979;1200;6.8;;23.2;;;
83361;20/02/1979;0000;;34.8;;28.06;;
83361;20/02/1979;1200;0;;22.8;;;
83361;21/02/1979;0000;;34.2;;27.36;;
83361;21/02/1979;1200;0;;23.8;;;
83361;22/02/1979;0000;;31;;26.02;;
83361;22/02/1979;1200;0;;22.7;;;
83361;23/02/1979;0000;;33.4;;26.28;;
83361;23/02/1979;1200;0;;22.8;;;
83361;24/02/1979;0000;;32.7;;26.82;;
83361;24/02/1979;1200;7.8;;23.4;;;
83361;25/02/1979;0000;;35;;27.6;;
83361;25/02/1979;1200;0;;23.8;;;
83361;26/02/1979;0000;;33.5;;26.4;;
83361;26/02/1979;1200;4;;23.2;;;
83361;27/02/1979;0000;;35.8;;27.86;;
83361;27/02/1979;1200;0.2;;22.4;;;
83361;28/02/1979;0000;;34.7;;28.04;;
83361;28/02/1979;1200;7.6;;24.2;;;
83361;01/03/1979;0000;;32.2;;25.9;;
83361;01/03/1979;1200;21;;22;;;
83361;02/03/1979;0000;;32.5;;26.66;;
83361;02/03/1979;1200;2.8;;22.5;;;
83361;03/03/1979;0000;;33.8;;27.2;;
83361;03/03/1979;1200;0;;24.4;;;
83361;04/03/1979;0000;;32.6;;26.4;;
83361;04/03/1979;1200;1.4;;23.4;;;
83361;05/03/1979;0000;;34.2;;26.92;;
83361;05/03/1979;1200;20.6;;23.6;;;
83361;06/03/1979;0000;;33.5;;27.38;;
83361;06/03/1979;1200;0;;22.4;;;
83361;07/03/1979;0000;;34.5;;26.84;;
83361;07/03/1979;1200;0;;23.6;;;
83361;08/03/1979;0000;;34.5;;26.4;;
83361;08/03/1979;1200;11.2;;22.4;;;
83361;09/03/1979;0000;;34.4;;26.74;;
83361;09/03/1979;1200;32.7;;23.8;;;
83361;10/03/1979;0000;;30.5;;26.28;;
83361;10/03/1979;1200;0;;22.6;;;
83361;11/03/1979;0000;;32.2;;27.14;;
83361;11/03/1979;1200;0;;23.4;;;
83361;12/03/1979;0000;;32.5;;27.26;;
83361;12/03/1979;1200;44.3;;24.8;;;
83361;13/03/1979;0000;;30.2;;24.88;;
83361;13/03/1979;1200;10.1;;22.4;;;
83361;14/03/1979;0000;;31;;25.88;;
83361;14/03/1979;1200;3.6;;23;;;
83361;15/03/1979;0000;;30.8;;26.02;;
83361;15/03/1979;1200;6;;23;;;
83361;16/03/1979;0000;;30.8;;26.2;;
83361;16/03/1979;1200;102.2;;23.4;;;
83361;17/03/1979;0000;;27.5;;23.98;;
83361;17/03/1979;1200;20;;22.2;;;
83361;18/03/1979;0000;;32;;25.96;;
83361;18/03/1979;1200;2.2;;23.2;;;
83361;19/03/1979;0000;;33;;27.8;;
83361;19/03/1979;1200;0;;23.9;;;
83361;20/03/1979;0000;;32.2;;26.08;;
83361;20/03/1979;1200;3.6;;23.8;;;
83361;21/03/1979;0000;;33;;27.04;;
83361;21/03/1979;1200;0;;22.4;;;
83361;22/03/1979;0000;;34.5;;27.3;;
83361;22/03/1979;1200;1.2;;23.4;;;
83361;23/03/1979;0000;;31;;24.8;;
83361;23/03/1979;1200;14.2;;22.9;;;
83361;24/03/1979;0000;;28;;24.96;;
83361;24/03/1979;1200;0;;21.6;;;
83361;25/03/1979;0000;;30;;24.48;;
83361;25/03/1979;1200;13.4;;22.6;;;
83361;26/03/1979;0000;;30.6;;25.88;;
83361;26/03/1979;1200;0;;22;;;
83361;27/03/1979;0000;;32.4;;26.76;;
83361;27/03/1979;1200;0;;22.4;;;
83361;28/03/1979;0000;;33.2;;27.34;;
83361;28/03/1979;1200;0;;23.3;;;
83361;29/03/1979;0000;;31.9;;26.92;;
83361;29/03/1979;1200;0;;24.1;;;
83361;30/03/1979;0000;;34;;26.72;;
83361;30/03/1979;1200;0;;22.8;;;
83361;31/03/1979;0000;;34.2;;27;;
83361;31/03/1979;1200;0;;23.8;;;
83361;01/04/1979;0000;;32.6;;26.28;;
83361;01/04/1979;1200;0;;23.4;;;
83361;02/04/1979;0000;;31.5;;26.9;;
83361;02/04/1979;1200;0;;23.6;;;
83361;03/04/1979;0000;;33;;27.12;;
83361;03/04/1979;1200;0;;24.2;;;
83361;04/04/1979;0000;;33.5;;28.02;;
83361;04/04/1979;1200;1;;23.6;;;
83361;05/04/1979;0000;;32.2;;25.74;;
83361;05/04/1979;1200;0;;22.8;;;
83361;06/04/1979;0000;;23;;19.1;;
83361;06/04/1979;1200;72.3;;17.6;;;
83361;07/04/1979;0000;;21.5;;18.48;;
83361;07/04/1979;1200;0;;16.2;;;
83361;08/04/1979;0000;;27.6;;21.78;;
83361;08/04/1979;1200;0;;18.1;;;
83361;09/04/1979;0000;;31.5;;24.28;;
83361;09/04/1979;1200;0;;18;;;
83361;10/04/1979;0000;;32.6;;25.88;;
83361;10/04/1979;1200;0;;20.4;;;
83361;11/04/1979;0000;;33.7;;26.9;;
83361;11/04/1979;1200;0;;21.8;;;
83361;12/04/1979;0000;;35.5;;26.86;;
83361;12/04/1979;1200;0;;23.2;;;
83361;13/04/1979;0000;;36.4;;27.22;;
83361;13/04/1979;1200;0.7;;22.8;;;
83361;14/04/1979;0000;;32;;25.28;;
83361;14/04/1979;1200;36.6;;22.3;;;
83361;15/04/1979;0000;;33.6;;27;;
83361;15/04/1979;1200;1;;22.4;;;
83361;16/04/1979;0000;;34;;27.86;;
83361;16/04/1979;1200;0;;23.8;;;
83361;17/04/1979;0000;;34;;27.96;;
83361;17/04/1979;1200;0;;24.2;;;
83361;18/04/1979;0000;;34;;27.24;;
83361;18/04/1979;1200;0;;22.8;;;
83361;19/04/1979;0000;;34.4;;27.68;;
83361;19/04/1979;1200;0;;22.4;;;
83361;20/04/1979;0000;;35.4;;26.22;;
83361;20/04/1979;1200;0;;23.1;;;
83361;21/04/1979;0000;;31;;25.52;;
83361;21/04/1979;1200;38.6;;22.2;;;
83361;22/04/1979;0000;;32;;25.56;;
83361;22/04/1979;1200;0;;23.2;;;
83361;23/04/1979;0000;;30.8;;25.46;;
83361;23/04/1979;1200;14.6;;22.2;;;
83361;24/04/1979;0000;;30;;23.48;;
83361;24/04/1979;1200;0;;20;;;
83361;25/04/1979;0000;;29.6;;22.98;;
83361;25/04/1979;1200;0;;18;;;
83361;26/04/1979;0000;;30.5;;23.54;;
83361;26/04/1979;1200;0;;18.2;;;
83361;27/04/1979;0000;;31.2;;23.78;;
83361;27/04/1979;1200;0;;18.6;;;
83361;28/04/1979;0000;;33;;24.88;;
83361;28/04/1979;1200;0;;19.2;;;
83361;29/04/1979;0000;;33.4;;26.78;;
83361;29/04/1979;1200;0;;21.3;;;
83361;30/04/1979;0000;;29.2;;24.68;;
83361;30/04/1979;1200;42.8;;21.6;;;
83361;01/05/1979;0000;;32;;25.88;;
83361;01/05/1979;1200;0;;22.4;;;
83361;02/05/1979;0000;;33.5;;26.86;;
83361;02/05/1979;1200;0;;22;;;
83361;03/05/1979;0000;;34.4;;27.84;;
83361;03/05/1979;1200;0;;22.7;;;
83361;04/05/1979;0000;;30.4;;24.44;;
83361;04/05/1979;1200;0;;22.4;;;
83361;05/05/1979;0000;;31.5;;25.22;84.5;
83361;05/05/1979;1200;30.4;;21.2;;;
83361;06/05/1979;0000;;32.8;;26.76;;
83361;06/05/1979;1200;0;;22.8;;;
83361;07/05/1979;0000;;33.6;;25.98;;
83361;07/05/1979;1200;0;;23.2;;;
83361;08/05/1979;0000;;33;;26.3;;
83361;08/05/1979;1200;22.6;;22.6;;;
83361;09/05/1979;0000;;29.5;;25.3;;
83361;09/05/1979;1200;0;;22.8;;;
83361;10/05/1979;0000;;32.5;;26.46;;
83361;10/05/1979;1200;0;;23.2;;;
83361;11/05/1979;0000;;33.4;;26.48;;
83361;11/05/1979;1200;0;;21.7;;;
83361;12/05/1979;0000;;34;;26.02;;
83361;12/05/1979;1200;0;;21.9;;;
83361;13/05/1979;0000;;34;;25.76;;
83361;13/05/1979;1200;0;;20.4;;;
83361;14/05/1979;0000;;33.2;;25.88;;
83361;14/05/1979;1200;0;;21.2;;;
83361;15/05/1979;0000;;33.2;;26.22;75.75;
83361;15/05/1979;1200;0;;21.6;;;
83361;16/05/1979;0000;;34.4;;26.48;;
83361;16/05/1979;1200;0;;21.2;;;
83361;17/05/1979;0000;;33.5;;26.16;;
83361;17/05/1979;1200;0;;21.6;;;
83361;18/05/1979;0000;;33;;25.9;;
83361;18/05/1979;1200;0;;21;;;
83361;19/05/1979;0000;;34.2;;26.44;;
83361;19/05/1979;1200;0;;21.3;;;
83361;20/05/1979;0000;;33.5;;26.26;;
83361;20/05/1979;1200;0;;21.2;;;
83361;21/05/1979;0000;;33.5;;26.14;;
83361;21/05/1979;1200;0;;21.4;;;
83361;22/05/1979;0000;;32.9;;25.7;;
83361;22/05/1979;1200;0;;20.2;;;
83361;23/05/1979;0000;;30.2;;24.16;;
83361;23/05/1979;1200;0;;20.4;;;
83361;24/05/1979;0000;;26;;20.8;;
83361;24/05/1979;1200;0;;19.8;;;
83361;25/05/1979;0000;;28.2;;21.08;;
83361;25/05/1979;1200;0;;15;;;
83361;26/05/1979;0000;;26.5;;21.88;;
83361;26/05/1979;1200;0;;18.6;;;
83361;27/05/1979;0000;;29.4;;22.86;;
83361;27/05/1979;1200;0.4;;18.2;;;
83361;28/05/1979;0000;;31.9;;25.24;;
83361;28/05/1979;1200;0;;18.4;;;
83361;29/05/1979;0000;;32.4;;25.24;;
83361;29/05/1979;1200;0;;22.6;;;
83361;30/05/1979;0000;;17.9;;15.14;;
83361;30/05/1979;1200;8.4;;13.8;;;
83361;31/05/1979;0000;;19;;12.8;;
83361;31/05/1979;1200;0;;9.2;;;
83361;01/06/1979;0000;;24.4;;14.56;;
83361;01/06/1979;1200;0;;6.8;;;
83361;02/06/1979;0000;;30.5;;19.18;;
83361;02/06/1979;1200;0;;9.4;;;
83361;03/06/1979;0000;;33.4;;22.18;;
83361;03/06/1979;1200;0;;15.4;;;
83361;04/06/1979;0000;;33.3;;23.62;;
83361;04/06/1979;1200;0;;16.2;;;
83361;05/06/1979;0000;;32.5;;24.42;;
83361;05/06/1979;1200;0;;19.6;;;
83361;06/06/1979;0000;;32.4;;24.16;;
83361;06/06/1979;1200;0;;17.8;;;
83361;07/06/1979;0000;;31.8;;23.92;;
83361;07/06/1979;1200;0;;20;;;
83361;08/06/1979;0000;;24.6;;21.12;;
83361;08/06/1979;1200;0.3;;19.8;;;
83361;09/06/1979;0000;;25.5;;20.56;;
83361;09/06/1979;1200;0;;18.7;;;
83361;10/06/1979;0000;;27;;21.56;;
83361;10/06/1979;1200;0;;18.8;;;
83361;11/06/1979;0000;;32;;22.36;;
83361;11/06/1979;1200;0;;15.6;;;
83361;12/06/1979;0000;;32.6;;23.7;;
83361;12/06/1979;1200;0;;17.2;;;
83361;13/06/1979;0000;;33.4;;24.42;;
83361;13/06/1979;1200;0;;18.2;;;
83361;14/06/1979;0000;;24.6;;19.76;;
83361;14/06/1979;1200;0.6;;17.4;;;
83361;15/06/1979;0000;;23.8;;17.86;;
83361;15/06/1979;1200;0;;13.4;;;
83361;16/06/1979;0000;;27.3;;20.78;74;
83361;16/06/1979;1200;0;;14.6;;;
83361;17/06/1979;0000;;32;;22.76;;
83361;17/06/1979;1200;0;;16.8;;;
83361;18/06/1979;0000;;31.8;;22.16;;
83361;18/06/1979;1200;0;;15.4;;;
83361;19/06/1979;0000;;32.4;;22.22;;
83361;19/06/1979;1200;0;;17.4;;;
83361;20/06/1979;0000;;32.8;;24.18;;
83361;20/06/1979;1200;0;;16.6;;;
83361;21/06/1979;0000;;32.3;;23.54;;
83361;21/06/1979;1200;0;;18;;;
83361;22/06/1979;0000;;31.5;;22.02;;
83361;22/06/1979;1200;0;;15.8;;;
83361;23/06/1979;0000;;31.4;;21.78;;
83361;23/06/1979;1200;0;;16.6;;;
83361;24/06/1979;0000;;32.2;;22.24;70.75;
83361;24/06/1979;1200;0;;15;;;
83361;25/06/1979;0000;;23;;20.04;;
83361;25/06/1979;1200;0;;18.6;;;
83361;26/06/1979;0000;;23.6;;19.86;;
83361;26/06/1979;1200;0;;17.2;;;
83361;27/06/1979;0000;;30.4;;22.02;;
83361;27/06/1979;1200;0;;15.4;;;
83361;28/06/1979;0000;;31.8;;22.76;;
83361;28/06/1979;1200;0;;16.4;;;
83361;29/06/1979;0000;;32.3;;22.18;;
83361;29/06/1979;1200;0;;15.4;;;
83361;30/06/1979;0000;;32.2;;22.56;;
83361;30/06/1979;1200;0;;16.3;;;
83361;01/07/1979;0000;;35;;23.88;;
83361;01/07/1979;1200;0;;16.4;;;
83361;02/07/1979;0000;;32.6;;24.42;61;
83361;02/07/1979;1200;0;;17.9;;;
83361;03/07/1979;0000;;33.4;;25.26;67.75;
83361;03/07/1979;1200;0;;20.2;;;
83361;04/07/1979;0000;;33.4;;24.5;70.25;
83361;04/07/1979;1200;0;;19.6;;;
83361;05/07/1979;0000;;34;;25.56;63.75;
83361;05/07/1979;1200;0;;18.5;;;
83361;06/07/1979;0000;;34.5;;24.22;58;
83361;06/07/1979;1200;0;;17.4;;;
83361;07/07/1979;0000;;32.4;;23.56;70.5;
83361;07/07/1979;1200;0;;18.4;;;
83361;08/07/1979;0000;;33.3;;23.9;64.25;
83361;08/07/1979;1200;0;;17.6;;;
83361;09/07/1979;0000;;24.2;;20.66;;
83361;09/07/1979;1200;0;;19;;;
83361;10/07/1979;0000;;23;;20.2;;
83361;10/07/1979;1200;0;;17.8;;;
83361;11/07/1979;0000;;28.8;;22.4;73.75;
83361;11/07/1979;1200;0;;17.8;;;
83361;12/07/1979;0000;;30.5;;22.74;74;
83361;12/07/1979;1200;0;;17.1;;;
83361;13/07/1979;0000;;33.2;;23.32;66.75;
83361;13/07/1979;1200;0;;16.8;;;
83361;14/07/1979;0000;;31;;23.16;64.5;
