#### TEMPERATURA EM CUIABÁ (1961-2019) ####
# Fonte: BDMEP - INMET
# http://www.inmet.gov.br/portal/index.php?r=bdmep/bdmep

Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Temp Comp Media;Umidade Relativa Media;
83361;11/02/1993;1200;0;;23.6;;;
83361;12/02/1993;0000;;34.4;;26.78;;
83361;12/02/1993;1200;7.4;;22.5;;;
83361;13/02/1993;0000;;33.8;25;27.4;;
83361;13/02/1993;1200;0;;;;;
83361;14/02/1993;0000;;31.8;;26.6;;
83361;14/02/1993;1200;8.2;;22.4;;;
83361;15/02/1993;0000;;28.7;23.3;25.48;;
83361;15/02/1993;1200;0;;;;;
83361;16/02/1993;0000;;27.5;22.9;24.4;;
83361;16/02/1993;1200;85.2;;;;;
83361;17/02/1993;0000;;32.9;;26.64;;
83361;17/02/1993;1200;9;;22.9;;;
83361;18/02/1993;0000;;32.8;;26.56;;
83361;18/02/1993;1200;0;;21.8;;;
83361;19/02/1993;0000;;28;25;25.6;;
83361;19/02/1993;1200;0;;25;;;
83361;20/02/1993;0000;;27.8;21.7;23.9;;
83361;20/02/1993;1200;2.2;;;;;
83361;21/02/1993;0000;;;;24.14;;
83361;21/02/1993;1200;23.6;29;21.7;;;
83361;22/02/1993;0000;;28.8;;24.54;;
83361;22/02/1993;1200;8;;22.5;;;
83361;23/02/1993;0000;;29.4;;25.18;;
83361;23/02/1993;1200;11.4;;22.7;;;
83361;24/02/1993;0000;;;;24.52;;
83361;24/02/1993;1200;8;25.7;23.5;;;
83361;25/02/1993;0000;;33.8;21.2;25.64;;
83361;25/02/1993;1200;63;;21.2;;;
83361;26/02/1993;0000;;34;;26.94;;
83361;26/02/1993;1200;9.5;;21.3;;;
83361;27/02/1993;0000;;34.2;;27.32;;
83361;27/02/1993;1200;0;;23;;;
83361;28/02/1993;0000;;27;;23.72;;
83361;28/02/1993;1200;38;27;22.2;;;
83361;01/03/1993;0000;;32.8;;26.66;;
83361;01/03/1993;1200;;;22.5;;;
83361;02/03/1993;0000;;33.6;;26.14;;
83361;02/03/1993;1200;0;;23.5;;;
83361;03/03/1993;0000;;33.3;;25.88;;
83361;03/03/1993;1200;30.4;;22.5;;;
83361;04/03/1993;0000;;31.6;;24.62;;
83361;04/03/1993;1200;10.6;;22.5;;;
83361;05/03/1993;0000;;31.7;;26.44;;
83361;05/03/1993;1200;8.6;;22.5;;;
83361;06/03/1993;0000;;33.1;;26.08;;
83361;06/03/1993;1200;0;;23.1;;;
83361;07/03/1993;0000;;34.6;;26.96;;
83361;07/03/1993;1200;0;;21.6;;;
83361;08/03/1993;0000;;35.4;;28.1;;
83361;08/03/1993;1200;;;24.1;;;
83361;09/03/1993;0000;;34.8;;27.48;;
83361;09/03/1993;1200;;;24.2;;;
83361;10/03/1993;0000;;35.6;;27;;
83361;10/03/1993;1200;0;;24.2;;;
83361;11/03/1993;0000;;35.8;21;26.88;;
83361;11/03/1993;1200;11;;21;;;
83361;12/03/1993;0000;;36.8;;28.08;;
83361;12/03/1993;1200;;;20.8;;;
83361;13/03/1993;0000;;36.6;;28.06;;
83361;13/03/1993;1200;0;;25.6;;;
83361;14/03/1993;0000;;36;;27.52;;
83361;14/03/1993;1200;0;;23.8;;;
83361;15/03/1993;0000;;35.2;23.3;26.62;;
83361;15/03/1993;1200;;;23.3;;;
83361;16/03/1993;0000;;33.2;;26.96;;
83361;16/03/1993;1200;;;23.2;;;
83361;17/03/1993;0000;;34.2;;27.04;;
83361;17/03/1993;1200;;;23.8;;;
83361;18/03/1993;0000;;34.1;;28.04;;
83361;18/03/1993;1200;0;;23.5;;;
83361;19/03/1993;0000;;34.6;;27.4;;
83361;19/03/1993;1200;10;;23;;;
83361;20/03/1993;0000;;32.6;;25.88;;
83361;20/03/1993;1200;0;;23.2;;;
83361;21/03/1993;0000;;33.6;;26.72;;
83361;21/03/1993;1200;0;;23.4;;;
83361;22/03/1993;0000;;31;;25.74;;
83361;22/03/1993;1200;1.3;;23.7;;;
83361;23/03/1993;0000;;25.2;;;;
83361;23/03/1993;1200;0;25.2;23.9;;;
83361;24/03/1993;0000;;33.6;;26.62;;
83361;24/03/1993;1200;0.2;;24.1;;;
83361;25/03/1993;0000;;30.8;23;25.12;;
83361;25/03/1993;1200;1;;23;;;
83361;26/03/1993;0000;;31.6;;25.68;;
83361;26/03/1993;1200;23;;22.6;;;
83361;27/03/1993;0000;;30.7;;26.06;;
83361;27/03/1993;1200;0;;23.6;;;
83361;28/03/1993;0000;;33.4;;27.08;;
83361;28/03/1993;1200;9.6;;23.2;;;
83361;29/03/1993;0000;;29.8;;25.78;;
83361;29/03/1993;1200;0;;24.3;;;
83361;30/03/1993;0000;;33.6;;27.22;;
83361;30/03/1993;1200;6.6;;24.1;;;
83361;31/03/1993;0000;;33.7;;27.36;;
83361;31/03/1993;1200;0;;23.7;;;
83361;01/04/1993;0000;;33.9;23.5;26.44;;
83361;01/04/1993;1200;0;;;;;
83361;02/04/1993;0000;;33.2;;27.62;;
83361;02/04/1993;1200;24.2;;23.5;;;
83361;03/04/1993;0000;;35.8;;28.38;;
83361;03/04/1993;1200;0;;23.8;;;
83361;04/04/1993;0000;;34.4;;27.44;;
83361;04/04/1993;1200;0;;23.8;;;
83361;05/04/1993;0000;;34.6;;27.66;;
83361;05/04/1993;1200;3.2;;24.5;;;
83361;06/04/1993;0000;;28.8;22.4;25.48;;
83361;06/04/1993;1200;15;;;;;
83361;07/04/1993;0000;;31.8;;26.26;;
83361;07/04/1993;1200;9;;22.5;;;
83361;08/04/1993;0000;;33.4;23.6;27.36;;
83361;08/04/1993;1200;0;;23.6;;;
83361;09/04/1993;0000;;29.2;;25.28;;
83361;09/04/1993;1200;14.2;;23.6;;;
83361;10/04/1993;0000;;33.2;;27.12;;
83361;10/04/1993;1200;10.8;;23;;;
83361;11/04/1993;0000;;33.8;;25.68;;
83361;11/04/1993;1200;0;;22.4;;;
83361;12/04/1993;0000;;33.8;;25.88;;
83361;12/04/1993;1200;19.2;;22.6;;;
83361;13/04/1993;0000;;33.9;;27.3;;
83361;13/04/1993;1200;8.2;;22.8;;;
83361;14/04/1993;0000;;33.4;;27.62;;
83361;14/04/1993;1200;0;;23.3;;;
83361;15/04/1993;0000;;35.8;;28.18;;
83361;15/04/1993;1200;0;;23.5;;;
83361;16/04/1993;0000;;35.7;;27.66;;
83361;16/04/1993;1200;0;;23.6;;;
83361;17/04/1993;0000;;35.9;;27.72;;
83361;17/04/1993;1200;0;;22.5;;;
83361;18/04/1993;0000;;36;;28.08;;
83361;18/04/1993;1200;0;;22.6;;;
83361;19/04/1993;0000;;35.8;;27.82;;
83361;19/04/1993;1200;0;;22.4;;;
83361;20/04/1993;0000;;36.4;22.2;28.56;;
83361;20/04/1993;1200;0;;22.2;;;
83361;21/04/1993;0000;;32.4;;26.58;;
83361;21/04/1993;1200;0;;24.7;;;
83361;22/04/1993;0000;;29;;25.54;;
83361;22/04/1993;1200;0;;24.9;;;
83361;23/04/1993;0000;;30;;25.64;;
83361;23/04/1993;1200;0;;23.2;;;
83361;24/04/1993;0000;;30.2;;25.4;;
83361;24/04/1993;1200;0;;22;;;
83361;25/04/1993;0000;;35.4;;27.56;;
83361;25/04/1993;1200;0;;21.6;;;
83361;26/04/1993;0000;;33.6;;26.3;;
83361;26/04/1993;1200;0;;23.7;;;
83361;27/04/1993;0000;;35.2;;25.92;;
83361;27/04/1993;1200;0.4;;21.4;;;
83361;28/04/1993;0000;;35.3;;26.96;;
83361;28/04/1993;1200;0;;21.5;;;
83361;29/04/1993;0000;;35.9;;26.82;;
83361;29/04/1993;1200;0;;20;;;
83361;30/04/1993;0000;;34.2;;27.42;;
83361;30/04/1993;1200;0;;23.9;;;
83361;01/05/1993;0000;;36.2;;27.94;;
83361;01/05/1993;1200;0;;23.5;;;
83361;02/05/1993;0000;;34.7;;28.02;;
83361;02/05/1993;1200;0;;24.2;;;
83361;03/05/1993;0000;;27.2;21.5;23.58;;
83361;03/05/1993;1200;0;27.2;21.5;;;
83361;04/05/1993;0000;;31.9;;25.98;;
83361;04/05/1993;1200;33.4;;19.6;;;
83361;05/05/1993;0000;;32;21.5;24.3;;
83361;05/05/1993;1200;0;;;;;
83361;06/05/1993;0000;;33.2;;25.56;;
83361;06/05/1993;1200;0;;20;;;
83361;07/05/1993;0000;;35.6;;27.32;;
83361;07/05/1993;1200;0;;21.2;;;
83361;08/05/1993;0000;;36.4;;28.72;;
83361;08/05/1993;1200;0;;23.4;;;
83361;09/05/1993;0000;;36.2;;28.92;;
83361;09/05/1993;1200;0;;24.8;;;
83361;10/05/1993;0000;;35.4;;28.54;;
83361;10/05/1993;1200;0;;25.1;;;
83361;11/05/1993;0000;;34.9;;28.02;;
83361;11/05/1993;1200;0;;23.6;;;
83361;12/05/1993;0000;;34.4;;27.76;;
83361;12/05/1993;1200;0;;22;;;
83361;13/05/1993;0000;;34.7;;28.88;;
83361;13/05/1993;1200;0;;24.1;;;
83361;14/05/1993;0000;;30;18.1;22.54;;
83361;14/05/1993;1200;0;;18.1;;;
83361;15/05/1993;0000;;;13.5;17.96;;
83361;15/05/1993;1200;6.2;19.1;;;;
83361;16/05/1993;0000;;24.8;;19.56;;
83361;16/05/1993;1200;13;;14.6;;;
83361;17/05/1993;0000;;29.2;;21.7;;
83361;17/05/1993;1200;0;;15.5;;;
83361;18/05/1993;0000;;32.2;;24.16;;
83361;18/05/1993;1200;0;;17.4;;;
83361;19/05/1993;0000;;33.2;;24.84;;
83361;19/05/1993;1200;0;;18.8;;;
83361;20/05/1993;0000;;33.6;;26.36;;
83361;20/05/1993;1200;0;;19.2;;;
83361;21/05/1993;0000;;32.8;;24.8;;
83361;21/05/1993;1200;0;;20;;;
83361;22/05/1993;0000;;32.4;;23.32;;
83361;22/05/1993;1200;0;;17.2;;;
83361;23/05/1993;0000;;32.8;;23.08;;
83361;23/05/1993;1200;0;;15.8;;;
83361;24/05/1993;0000;;32.9;;24.5;;
83361;24/05/1993;1200;0;;18.4;;;
83361;25/05/1993;0000;;33.1;;24.48;;
83361;25/05/1993;1200;0;;18.5;;;
83361;26/05/1993;0000;;30.5;;23.16;;
83361;26/05/1993;1200;0;;18.1;;;
83361;27/05/1993;0000;;23.1;;18;;
83361;27/05/1993;1200;0;;16.1;;;
83361;28/05/1993;0000;;18.8;;17.12;;
83361;28/05/1993;1200;0;;14.8;;;
83361;29/05/1993;0000;;29.9;;22.22;;
83361;29/05/1993;1200;0;;14.6;;;
83361;30/05/1993;0000;;34.3;;27.22;;
83361;30/05/1993;1200;0;;22.8;;;
83361;31/05/1993;0000;;33.2;;24.84;;
83361;31/05/1993;1200;0;;22;;;
83361;01/06/1993;0000;;27.8;;21.14;;
83361;01/06/1993;1200;70.2;;18.9;;;
83361;02/06/1993;0000;;29;;23.16;;
83361;02/06/1993;1200;0;;18.6;;;
83361;03/06/1993;0000;;33.2;;25.48;;
83361;03/06/1993;1200;0;;19.4;;;
83361;04/06/1993;0000;;33;;26.56;;
83361;04/06/1993;1200;0;;21.8;;;
83361;05/06/1993;0000;;32;;25.48;;
83361;05/06/1993;1200;0;;22.6;;;
83361;06/06/1993;0000;;33.2;;25.84;;
83361;06/06/1993;1200;2;;21;;;
83361;07/06/1993;0000;;33.6;;26.56;;
83361;07/06/1993;1200;0;;21.4;;;
83361;08/06/1993;0000;;34;;27;;
83361;08/06/1993;1200;0;;21.8;;;
83361;09/06/1993;0000;;27.7;19.8;22.26;;
83361;09/06/1993;1200;1.8;;;;;
83361;10/06/1993;0000;;;;17.14;;
83361;10/06/1993;1200;0.2;20.2;17.1;;;
83361;11/06/1993;0000;;20.1;;17.82;;
83361;11/06/1993;1200;0;;15.4;;;
83361;12/06/1993;0000;;27.6;;21.88;;
83361;12/06/1993;1200;0;;16.4;;;
83361;13/06/1993;0000;;31.1;;24.98;;
83361;13/06/1993;1200;0;;18.6;;;
83361;14/06/1993;0000;;32.5;22.5;25.44;;
83361;14/06/1993;1200;0;;;;;
83361;15/06/1993;0000;;33.2;;25.38;;
83361;15/06/1993;1200;0;;19.1;;;
83361;16/06/1993;0000;;32.3;;24.72;;
83361;16/06/1993;1200;0;;19.3;;;
83361;17/06/1993;0000;;32.4;;24.06;;
83361;17/06/1993;1200;0;;18.9;;;
83361;18/06/1993;0000;;;15.1;17.6;;
83361;18/06/1993;1200;0;24.1;;;;
83361;19/06/1993;0000;;23.3;;15.9;;
83361;19/06/1993;1200;0;;9.8;;;
83361;20/06/1993;0000;;31.2;;19.64;;
83361;20/06/1993;1200;0;;10.8;;;
83361;21/06/1993;0000;;31.8;;21.38;;
83361;21/06/1993;1200;0;;13.5;;;
83361;22/06/1993;0000;;33.2;;23.24;;
83361;22/06/1993;1200;0;;15.2;;;
83361;23/06/1993;0000;;33.6;;23.8;;
83361;23/06/1993;1200;0;;17.2;;;
83361;24/06/1993;0000;;33.6;;23.56;;
83361;24/06/1993;1200;0;;17.4;;;
83361;25/06/1993;0000;;33;;25.18;;
83361;25/06/1993;1200;0;;17.3;;;
83361;26/06/1993;0000;;33.7;;24.06;;
83361;26/06/1993;1200;0;;17.2;;;
83361;27/06/1993;0000;;32.5;;23.32;;
83361;27/06/1993;1200;0;;16.1;;;
83361;28/06/1993;0000;;32.4;;24.54;;
83361;28/06/1993;1200;0;;18.1;;;
83361;29/06/1993;0000;;34;;25.16;;
83361;29/06/1993;1200;0;;19;;;
83361;30/06/1993;0000;;33.4;;26.5;;
83361;30/06/1993;1200;0;;20.3;;;
83361;01/07/1993;0000;;34.4;;27.7;;
83361;01/07/1993;1200;0;;22.7;;;
83361;02/07/1993;0000;;34.4;21.8;27.56;;
83361;02/07/1993;1200;0;;21.8;;;
83361;03/07/1993;0000;;35;;26.8;;
83361;03/07/1993;1200;0;;21;;;
83361;04/07/1993;0000;;35.2;;25.16;;
83361;04/07/1993;1200;0;;19.2;;;
83361;05/07/1993;0000;;35.6;;24.92;;
83361;05/07/1993;1200;0;;18;;;
83361;06/07/1993;0000;;30.5;17.7;21.04;;
83361;06/07/1993;1200;0;;;;;
83361;07/07/1993;0000;;18.8;;16.32;;
83361;07/07/1993;1200;0;;14;;;
83361;08/07/1993;0000;;25.6;;20.26;;
83361;08/07/1993;1200;0;;12.7;;;
83361;09/07/1993;0000;;34.6;;24.48;;
83361;09/07/1993;1200;0;;15;;;
83361;10/07/1993;0000;;34.8;;24.56;;
83361;10/07/1993;1200;0;;18.6;;;
83361;11/07/1993;0000;;34.2;;24.2;;
83361;11/07/1993;1200;0;;17;;;
83361;12/07/1993;0000;;;11.9;17.84;;
83361;12/07/1993;1200;0;24.9;;;;
83361;13/07/1993;0000;;17.7;12.9;15.24;;
83361;13/07/1993;1200;0;17.7;12.9;;;
83361;14/07/1993;0000;;21.3;;15.36;;
83361;14/07/1993;1200;0;;11.7;;;
83361;15/07/1993;0000;;25.3;;17.36;;
83361;15/07/1993;1200;0;;9.7;;;
83361;16/07/1993;0000;;32.1;;22.22;;
83361;16/07/1993;1200;0;;12.7;;;
83361;17/07/1993;0000;;35;;24.52;;
83361;17/07/1993;1200;0;;16.2;;;
83361;18/07/1993;0000;;35.2;;24.8;;
83361;18/07/1993;1200;0;;18;;;
83361;19/07/1993;0000;;34.5;;24.38;;
83361;19/07/1993;1200;0;;17.2;;;
83361;20/07/1993;0000;;34.6;;24.36;;
83361;20/07/1993;1200;0;;17;;;
83361;21/07/1993;0000;;34.7;;25.02;;
83361;21/07/1993;1200;0;;18.4;;;
83361;22/07/1993;0000;;34.6;;24.28;;
83361;22/07/1993;1200;0;;17.2;;;
83361;23/07/1993;0000;;35.2;;24.68;;
83361;23/07/1993;1200;0;;17.4;;;
83361;24/07/1993;0000;;34.4;;24.86;;
83361;24/07/1993;1200;0;;17.5;;;
83361;25/07/1993;0000;;31;;23.88;;
83361;25/07/1993;1200;0;;18.8;;;
83361;26/07/1993;0000;;33.9;;25.46;;
83361;26/07/1993;1200;0;;17.6;;;
83361;27/07/1993;0000;;35.4;;25.52;;
83361;27/07/1993;1200;0;;18.4;;;
83361;28/07/1993;0000;;37;;27.08;;
83361;28/07/1993;1200;0;;20.2;;;
83361;29/07/1993;0000;;27.6;13.7;18.54;;
83361;29/07/1993;1200;0;;;;;
83361;30/07/1993;0000;;14.1;;11.94;;
83361;30/07/1993;1200;0.4;;9.8;;;
83361;31/07/1993;0000;;19.3;;13.54;;
83361;31/07/1993;1200;0;;10;;;
83361;01/08/1993;0000;;24.5;;14.4;;
83361;01/08/1993;1200;0;;8.3;;;
83361;02/08/1993;0000;;33.3;;21.08;;
83361;02/08/1993;1200;0;;10.9;;;
83361;03/08/1993;0000;;34.9;;23.88;;
83361;03/08/1993;1200;0;;14.1;;;
83361;04/08/1993;0000;;36.4;;25.8;;
83361;04/08/1993;1200;0;;17.2;;;
83361;05/08/1993;0000;;37.2;;25.8;;
83361;05/08/1993;1200;0;;18.4;;;
83361;06/08/1993;0000;;36.6;;25.22;;
83361;06/08/1993;1200;0;;17.2;;;
83361;07/08/1993;0000;;34.9;;24;;
83361;07/08/1993;1200;0;;16.2;;;
83361;08/08/1993;0000;;35.8;;25.32;;
83361;08/08/1993;1200;0;;18.4;;;
83361;09/08/1993;0000;;29.2;;23.2;;
83361;09/08/1993;1200;0;;19.6;;;
83361;10/08/1993;0000;;23;;18.36;;
83361;10/08/1993;1200;0;23;15.6;;;
83361;11/08/1993;0000;;27.2;;19.92;;
83361;11/08/1993;1200;0;;12.4;;;
83361;12/08/1993;0000;;29.6;;21;;
83361;12/08/1993;1200;0;;14.2;;;
83361;13/08/1993;0000;;32.6;;23.4;;
83361;13/08/1993;1200;0;;15.4;;;
83361;14/08/1993;0000;;30.6;;23;;
83361;14/08/1993;1200;0;;18;;;
83361;15/08/1993;0000;;35.2;;24.68;;
83361;15/08/1993;1200;0;;16.6;;;
83361;16/08/1993;0000;;27.3;;23.96;;
83361;16/08/1993;1200;0;;19.3;;;
83361;17/08/1993;0000;;33.6;;24.02;;
83361;17/08/1993;1200;0;;19.1;;;
83361;18/08/1993;0000;;28.1;12.7;16.88;;
83361;18/08/1993;1200;0;;12.7;;;
83361;19/08/1993;0000;;24.6;;18.42;;
83361;19/08/1993;1200;0;;12.9;;;
83361;20/08/1993;0000;;31.9;;22.86;;
83361;20/08/1993;1200;0;;14;;;
83361;21/08/1993;0000;;33.1;;25;;
83361;21/08/1993;1200;0.6;;18.9;;;
83361;22/08/1993;0000;;30.5;;26;;
83361;22/08/1993;1200;0.4;;21.5;;;
83361;23/08/1993;0000;;29.4;;20.82;;
83361;23/08/1993;1200;4.8;29.4;17.8;;;
83361;24/08/1993;0000;;30.3;;23.06;;
83361;24/08/1993;1200;11;;17.8;;;
83361;25/08/1993;0000;;33.8;;26.88;;
83361;25/08/1993;1200;0;;19.7;;;
83361;26/08/1993;0000;;36.2;;27.7;;
83361;26/08/1993;1200;0;;21.6;;;
83361;27/08/1993;0000;;37.3;;28.46;;
83361;27/08/1993;1200;0;;22;;;
83361;28/08/1993;0000;;37.9;;29.08;;
83361;28/08/1993;1200;0;;23.9;;;
83361;29/08/1993;0000;;35.2;;28.86;;
83361;29/08/1993;1200;0;;24.3;;;
83361;30/08/1993;0000;;36.2;;29.52;;
83361;30/08/1993;1200;0;;23.4;;;
83361;31/08/1993;0000;;36.8;23.3;26.94;;
83361;31/08/1993;1200;0;;23.3;;;
83361;01/09/1993;0000;;25.2;;19.5;;
83361;01/09/1993;1200;3;;14.7;;;
83361;02/09/1993;0000;;26.4;;20.04;;
83361;02/09/1993;1200;0;;14;;;
83361;03/09/1993;0000;;28.2;;22.14;;
83361;03/09/1993;1200;0;;15.5;;;
83361;04/09/1993;0000;;31;;24.28;;
83361;04/09/1993;1200;0;;18.2;;;
83361;05/09/1993;0000;;36;;26.88;;
83361;05/09/1993;1200;0;;19.4;;;
83361;06/09/1993;0000;;36.1;;28.54;;
83361;06/09/1993;1200;0;;21.2;;;
83361;07/09/1993;0000;;36.8;;29.78;;
83361;07/09/1993;1200;0;;25.3;;;
83361;08/09/1993;0000;;30;22.9;25.42;;
83361;08/09/1993;1200;0;;;;;
83361;09/09/1993;0000;;30.4;;24.08;;
83361;09/09/1993;1200;0;;19.2;;;
83361;10/09/1993;0000;;33.3;;26.6;;
83361;10/09/1993;1200;0;;20.8;;;
83361;11/09/1993;0000;;35.3;;28.16;;
83361;11/09/1993;1200;0;;23.1;;;
83361;12/09/1993;0000;;31.6;;27.26;;
83361;12/09/1993;1200;3.1;;23.5;;;
83361;13/09/1993;0000;;36.8;;28.44;;
83361;13/09/1993;1200;0;;21.2;;;
83361;14/09/1993;0000;;36;;27.62;;
83361;14/09/1993;1200;0;;24.3;;;
83361;15/09/1993;0000;;33.1;;26.6;;
83361;15/09/1993;1200;0.2;;21.1;;;
83361;16/09/1993;0000;;36.4;;29.5;;
83361;16/09/1993;1200;0;;22.7;;;
83361;17/09/1993;0000;;37.5;;30.02;;
83361;17/09/1993;1200;0;;23.8;;;
83361;18/09/1993;0000;;38;;30.76;;
83361;18/09/1993;1200;0;;24.2;;;
83361;19/09/1993;0000;;37.6;;30.3;;
83361;19/09/1993;1200;0;;24.6;;;
83361;20/09/1993;0000;;30;;;;
83361;20/09/1993;1200;1.2;30;25.5;;;
83361;21/09/1993;0000;;38;;31.36;;
83361;21/09/1993;1200;0;;27.2;;;
83361;22/09/1993;0000;;38;;31.6;;
83361;22/09/1993;1200;0;;26;;;
83361;23/09/1993;0000;;38.4;;31.56;;
83361;23/09/1993;1200;0;;25.6;;;
83361;24/09/1993;0000;;32.8;;27.62;;
83361;24/09/1993;1200;0;;25.5;;;
83361;25/09/1993;0000;;27.4;;23.96;;
83361;25/09/1993;1200;0;27.4;21.8;;;
83361;26/09/1993;0000;;31.4;;26.68;;
83361;26/09/1993;1200;0;;22.8;;;
83361;27/09/1993;0000;;28.6;;24.08;;
83361;27/09/1993;1200;0;;21.2;;;
83361;28/09/1993;0000;;36;;28.8;;
83361;28/09/1993;1200;0.2;;20.9;;;
83361;29/09/1993;0000;;36.3;24.7;28;;
83361;29/09/1993;1200;0;;;;;
83361;30/09/1993;0000;;37.1;;30.18;;
83361;30/09/1993;1200;3.8;;23.6;;;
83361;01/10/1993;0000;;36.3;23.9;28.12;;
83361;01/10/1993;1200;0;;23.9;;;
83361;02/10/1993;0000;;37.1;;29.4;;
83361;02/10/1993;1200;2;;24.1;;;
83361;03/10/1993;0000;;37.1;;30.12;;
83361;03/10/1993;1200;0;;25.7;;;
83361;04/10/1993;0000;;39.1;;29.88;;
83361;04/10/1993;1200;0;;25.9;;;
83361;05/10/1993;0000;;27.8;;22.44;;
83361;05/10/1993;1200;0;;19.8;;;
83361;06/10/1993;0000;;29.9;;24.42;;
83361;06/10/1993;1200;0;;20;;;
83361;07/10/1993;0000;;33.4;;25.8;;
83361;07/10/1993;1200;0;;19.6;;;
83361;08/10/1993;0000;;36.4;;27.98;;
83361;08/10/1993;1200;0;;20;;;
83361;09/10/1993;0000;;37.5;;29.96;;
83361;09/10/1993;1200;0;;22.7;;;
83361;10/10/1993;0000;;37.3;;31.44;;
83361;10/10/1993;1200;0;;27.1;;;
83361;11/10/1993;0000;;37.7;;30.96;;
83361;11/10/1993;1200;0;;28.1;;;
83361;12/10/1993;0000;;38.2;;29.26;;
83361;12/10/1993;1200;0;;25.3;;;
83361;13/10/1993;0000;;33.5;25.7;27.44;;
83361;13/10/1993;1200;0;;;;;
83361;14/10/1993;0000;;35;;28.58;;
83361;14/10/1993;1200;0;;23.9;;;
83361;15/10/1993;0000;;34.9;;28.86;;
83361;15/10/1993;1200;0;;24.2;;;
83361;16/10/1993;0000;;36.2;;30.68;;
83361;16/10/1993;1200;0;;25;;;
83361;17/10/1993;0000;;36.6;;30.54;;
83361;17/10/1993;1200;0;;25.1;;;
83361;18/10/1993;0000;;37.1;;31.3;;
83361;18/10/1993;1200;0;;26.6;;;
83361;19/10/1993;0000;;34.8;;27.16;;
83361;19/10/1993;1200;51.2;;22;;;
83361;20/10/1993;0000;;35.6;;28.94;;
83361;20/10/1993;1200;0;;25.1;;;
83361;21/10/1993;0000;;36.4;;29.24;;
83361;21/10/1993;1200;0;;25.8;;;
83361;22/10/1993;0000;;32.5;;27.7;;
83361;22/10/1993;1200;1.8;;24.5;;;
83361;23/10/1993;0000;;33.7;22.7;26.14;;
83361;23/10/1993;1200;0;;;;;
83361;24/10/1993;0000;;31.5;;25.44;;
83361;24/10/1993;1200;13.5;;22.7;;;
83361;25/10/1993;0000;;33.1;;26.76;;
83361;25/10/1993;1200;2.2;;24.3;;;
83361;26/10/1993;0000;;28;;25.58;;
83361;26/10/1993;1200;1;;24.1;;;
83361;27/10/1993;0000;;34;;28.12;;
83361;27/10/1993;1200;1.6;;24.2;;;
83361;28/10/1993;0000;;33.3;;27.84;;
83361;28/10/1993;1200;0;;24.1;;;
83361;29/10/1993;0000;;32.6;;26.72;;
83361;29/10/1993;1200;0;;24.7;;;
83361;30/10/1993;0000;;36.8;;29.06;;
83361;30/10/1993;1200;3.5;;22.9;;;
83361;31/10/1993;0000;;36.5;;30.58;;
83361;31/10/1993;1200;0;;24.9;;;
83361;01/11/1993;0000;;36.2;23.6;29.36;;
83361;01/11/1993;1200;0;;;;;
83361;02/11/1993;0000;;34.6;;29.84;;
83361;02/11/1993;1200;0;;25;;;
83361;03/11/1993;0000;;37;;30.64;;
83361;03/11/1993;1200;0;;25.6;;;
83361;04/11/1993;0000;;38.2;;31.84;;
83361;04/11/1993;1200;0;;26.6;;;
83361;05/11/1993;0000;;37.8;27;30.24;;
83361;05/11/1993;1200;0;;27;;;
83361;06/11/1993;0000;;28.4;21.8;23.56;;
83361;06/11/1993;1200;51;;;;;
83361;07/11/1993;0000;;26.2;;23.6;;
83361;07/11/1993;1200;52.6;;21.4;;;
83361;08/11/1993;0000;;34;;26.14;;
83361;08/11/1993;1200;3.2;;21.7;;;
83361;09/11/1993;0000;;34.1;;28.22;;
83361;09/11/1993;1200;6.4;;23.5;;;
83361;10/11/1993;0000;;29.9;;24.7;;
83361;10/11/1993;1200;3.8;;21.8;;;
83361;11/11/1993;0000;;35;;27.26;;
83361;11/11/1993;1200;9.4;;21.9;;;
83361;12/11/1993;0000;;36.7;;29.62;;
83361;12/11/1993;1200;0;;24.8;;;
83361;13/11/1993;0000;;37.4;;29.88;;
83361;13/11/1993;1200;0;;24.6;;;
83361;14/11/1993;0000;;37.5;;30.54;;
83361;14/11/1993;1200;0;;25.4;;;
83361;15/11/1993;0000;;36.9;;30.32;;
83361;15/11/1993;1200;0;;24.7;;;
83361;16/11/1993;0000;;36.3;;30.44;;
83361;16/11/1993;1200;0;;25;;;
83361;17/11/1993;0000;;34.8;25;27.82;;
83361;17/11/1993;1200;0;;25;;;
83361;18/11/1993;0000;;31.4;;26.24;;
83361;18/11/1993;1200;9.6;;23.4;;;
83361;19/11/1993;0000;;32.1;23;25.66;;
83361;19/11/1993;1200;0;;23;;;
83361;20/11/1993;0000;;32.6;;27.98;;
83361;20/11/1993;1200;101.6;;23.1;;;
83361;21/11/1993;0000;;34.2;;28.4;;
83361;21/11/1993;1200;0;;24.6;;;
83361;22/11/1993;0000;;34.2;24.5;27.22;;
83361;22/11/1993;1200;0;;24.5;;;
83361;23/11/1993;0000;;30.4;24.2;26.88;;
83361;23/11/1993;1200;5.6;;24.2;;;
83361;24/11/1993;0000;;32.2;;27.88;;
83361;24/11/1993;1200;0.8;;24.4;;;
83361;25/11/1993;0000;;30.5;;27.54;;
83361;25/11/1993;1200;0;;25.2;;;
83361;26/11/1993;0000;;32.8;24;27.32;;
83361;26/11/1993;1200;0;;24;;;
83361;27/11/1993;0000;;32;;28;;
